Brand,Model,Car_Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Count,Price,Estimated_Original_Price,Core_Systems_Score,Supporting_Systems_Score,Interiors_AC_Score,Exteriors_Lights_Score,Wear_Tear_Parts_Score
Tata,Punch Creative Amt*,4,50000,Petrol,Automatic (Amt),1,678000,849900,9.7,9.6,9.1,9,7.9
Mahindra,Thar Lx Hard 4Wd,5,60000,Diesel,Automatic (Torque Convertor),2,1172000,1415000,9.6,9.6,9,8.4,7.8
Ford,Ecosport Trend 1.5L,8,53000,Diesel,Manual (Regular),1,659000,999900,9.8,9.6,9,9,8.6
Ford,Ecosport Trend 1.5 Tdci*,13,129000,Diesel,Manual (Regular),3,306000,780000,9.5,8.3,7.3,7.2,7.4
Hyundai,Venue 1.0 Dct*,7,65000,Petrol,Automatic (Dct),1,744000,1111000,9.7,9.6,8.9,8.2,7.8
Hyundai,Creta 1.5 Mpi Ex,2,11000,Petrol,Manual (Regular),1,1150000,1099900,9.9,9.9,9.5,9,9.5
Tata,Nexon,5,58000,Petrol,Manual (Regular),1,540000,719900,9.2,9.1,8.3,8.1,8.5
Hyundai,Alcazar Signature 6 Str 1.5,5,67000,Diesel,Automatic (Torque Convertor),1,1446000,2014500,9.6,9.5,8.9,8.3,8.1
Nissan,Magnite Xv Dual Tone,5,28000,Petrol,Manual (Regular),2,554000,709000,9.9,9.8,9.4,8.7,8.7
Hyundai,Venue 1.2,4,27000,Petrol,Manual (Regular),1,869000,989000,9.9,9.8,9.1,9,8.6
Kia,Seltos 1.5,6,66000,Diesel,Automatic (Torque Convertor),1,1302000,1659000,9.6,9.5,8.9,8.2,8.3
Mahindra,Thar Lx Hard 4Wd,4,70000,Diesel,Automatic (Torque Convertor),1,1269000,1415000,9.7,9.5,9.2,9.2,7.8
Mg,Motors Hector Sharp 1.5,6,41000,Petrol,Automatic (Dct),1,1173000,1728000,9.8,9.7,9,9,8.2
Ford,Ecosport Trend 1.5 Tdci*,11,97000,Diesel,Manual (Regular),2,438000,860000,9.6,9.2,8.1,8.2,8.2
Kia,Sonet 1.0,6,38000,Petrol,Automatic (Dct),1,933000,1289000,9.8,9.7,9,8.5,8.5
Ford,Ecosport Titanium + 1.5L,7,106000,Diesel,Manual (Regular),1,696000,1067000,9.6,9.3,8.4,8.2,8
Kia,Seltos 1.4,5,62000,Petrol,Automatic (Dct),1,1209000,1734000,9.8,9.4,9.1,8.2,7.6
Mg,Motors Hector Sharp 1.5,5,69000,Petrol,Automatic (Cvt),1,1274000,1769800,9.5,9.5,9.1,8.8,8.5
Mg,Motors Hector Sharp 1.5,5,48000,Petrol,Automatic (Dct),2,1271000,1843000,9.8,9.7,9.3,8.9,8.3
Ford,Ecosport Thunder,7,58000,Petrol,Manual (Regular),2,690000,1018000,9.8,9.6,8.8,8.2,8.2
Volkswagen,Taigun Topline 1.0 Tsi Mt*,3,50000,Petrol,Manual (Regular),2,1125000,1542900,9.8,9.7,9.4,8.9,8.3
Hyundai,Venue 1.5 Crdi Executive,5,43000,Diesel,Manual (Regular),1,965000,1185000,9.8,9.7,8.3,8.4,8.1
Hyundai,Venue 1.4 Crdi,7,106000,Diesel,Manual (Regular),1,793000,1110000,9.6,9.3,8.3,8.1,8.2
Ford,Ecosport Trend+ 1.0L Ecoboost,10,37000,Petrol,Manual (Regular),1,555000,919600,9.8,9.7,9.2,8.7,8.8
Tata,Safari 6 S Red Dark,3,19000,Diesel,Automatic (Torque Convertor),1,1914000,2659900,9.5,8.3,9.2,9.6,8.9
Maruti,Suzuki S-Cross,4,24000,Petrol,Manual (Regular),1,936000,1256000,9.9,9.8,9.3,9.1,8.8
Hyundai,Exter Connect 1.2,2,20000,Petrol,Automatic (Amt),1,873000,1027000,9.9,9.9,9.6,9.4,8.8
Mg,Motors Hector Sharp 2.0 Diesel*,7,75000,Diesel,Manual (Regular),1,1102000,1728000,9.5,9.3,8.6,8.2,7.6
Ford,Freestyle Titanium 1.2 Ti-Vct*,8,86000,Petrol,Manual (Regular),1,454000,659000,9.4,9.3,8.3,8.4,8.3
Hyundai,Creta 1.6,9,84000,Petrol,Automatic (Torque Convertor),2,770000,1358000,9.6,9.3,8.2,8.2,8.3
Ford,Ecosport Titanium + 1.5L Ti-Vct,8,68000,Petrol,Automatic (Torque Convertor),2,658000,1137000,9.7,9.4,8.6,8.2,7.9
Hyundai,Creta 1.6 Crdi Dual Tone,8,113000,Diesel,Manual (Regular),1,859000,1358000,9.4,8.6,8.1,7.8,8.6
Kia,Seltos 1.4,7,40000,Petrol,Manual (Regular),2,1058000,1669000,9.8,9.7,8.9,8.6,8.1
Skoda,Kushaq Style 1.5L Tsi Dsg*,5,60000,Petrol,Automatic (Dct),1,1248000,1619000,9.8,9.6,8.1,9.1,8.2
Ford,Ecosport Titanium 1.5 (Opt),12,94000,Diesel,Manual (Regular),2,476000,980000,9.4,8.9,8,7.7,7.6
Volkswagen,Taigun Topline 1.0 Tsi,4,34000,Petrol,Manual (Regular),1,1136000,1539900,9.9,9.8,9.4,9.3,8.8
Tata,Nexon Luxs Dark,3,24000,Petrol,Automatic (Amt),1,1066000,1259900,9.9,9.8,9.6,8.7,8.8
Hyundai,Creta E 1.4 Crdi,8,118000,Diesel,Manual (Regular),1,717000,999900,9.5,9.2,8.2,7.3,8.4
Tata,Nexon,8,96000,Diesel,Manual (Regular),1,562000,873000,9.2,8.8,7.4,7.9,7.9
Tata,Punch Creative,3,21000,Petrol,Automatic (Amt),1,795000,974900,9.9,9.8,9.7,9.3,8.7
Mahindra,Thar Lx Hard 4Wd*,4,67000,Diesel,Automatic (Torque Convertor),1,1244000,1415000,9.5,9.2,8.4,9,7.9
Mahindra,Xuv700 Ax5 7 Str,2,49000,Diesel,Manual (Regular),1,1781000,1824000,9.8,9.7,9.5,8.8,8.5
Tata,Harrier Xma*,6,39000,Diesel,Automatic (Torque Convertor),1,1184000,1780000,9.8,9.7,9.1,8.2,8.7
Skoda,Kushaq Style 1.5L Tsi Mt*,5,51000,Petrol,Manual (Regular),2,1045000,1619000,9.8,9.7,8.2,8.7,8.7
Ford,Ecosport Titanium + 1.5L Ti-Vct,8,68000,Petrol,Automatic (Torque Convertor),1,703000,1137000,9.8,9.6,9,8.5,8.2
Nissan,Magnite Xv,2,25000,Petrol,Manual (Regular),1,673000,860000,9.9,9.8,9.7,9.5,9
Renault,Kiger Dual Tone,3,25000,Petrol,Manual (Regular),1,624000,817000,9.9,9.8,9.3,9.5,9.2
Hyundai,Venue 1.2,3,36000,Petrol,Manual (Regular),1,892000,1089900,9.9,9.8,8.9,8.7,8.1
Maruti,Suzuki Brezza Dual Tone,4,123000,Petrol,Manual (Regular),1,882000,1246000,9.6,9.2,8,8.2,8.1
Honda,Br-V S,8,79000,Diesel,Manual (Regular),2,655000,1134000,9.6,9.2,8.3,6.3,8.2
Tata,Punch Creative Dual Tone Sunroof,2,19000,Petrol,Automatic (Amt),1,876000,989900,9.9,9.8,9.2,9.2,8.8
Mahindra,Xuv700 Ax 7 Luxury Pack 7 Str*,4,54000,Diesel,Manual (Regular),1,1859000,2145000,9.8,9.6,9,9,8.4
Maruti,Suzuki Brezza Dual Tone,3,36000,Petrol,Manual (Regular),1,1014000,1248000,9.9,9.8,9.4,8.9,8.7
Hyundai,Creta 1.4 7,6,92000,Petrol,Automatic (Dct),1,1086000,1616000,9.6,9.1,8.9,8.6,8.2
Hyundai,Creta 1.6,11,104000,Petrol,Manual (Regular),1,641000,1119000,9.6,9.2,7.4,8.2,8.8
Ford,Ecosport Titanium 1.5L Ti-Vct,0,0,,,1,693000,1099000,9.709160305,9.450763359,8.820229008,8.648275862,8.382824427
Hyundai,Venue 1.0,3,55000,Petrol,Automatic (Dct),1,1032000,1272000,9.7,9.6,9.4,9,7.5
Hyundai,Creta 1.6,10,107000,Diesel,Manual (Regular),2,755000,1376880,9.4,8.9,7.1,7.4,8.6
Hyundai,Alcazar Signature 6 Str 1.5 Diesel*,4,82000,Diesel,Manual (Regular),1,1442000,1999900,9.7,9.5,9,8.5,8.9
Maruti,Suzuki Brezza,3,36000,Petrol,Manual (Regular),1,1030000,1248000,9.9,9.8,9.5,9.4,8.8
Mahindra,Xuv 300 1.2,3,14000,Petrol,Automatic (Amt),1,904000,1145000,9.9,9.7,9.4,9.2,9
Tata,Punch Creative Amt*,2,10000,Petrol,Automatic (Amt),1,842000,989900,9.9,9.9,8.1,9.8,9.3
Hyundai,Creta 1.6,7,76000,Petrol,Manual (Regular),1,821000,1346000,9.7,9.5,8.7,8.4,8.4
Tata,Nexon,8,116000,Petrol,Automatic (Amt),1,600000,1030000,9.4,9.1,8.6,8.2,7.2
Tata,Curvv Creative S 1.5 Kryojet 6Mt*,2,19000,Diesel,Manual (Regular),1,1454000,1399900,9.9,9.9,9.4,9.3,9.3
